timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1698954494954,575,https://portaltest.mtn.ci/registration/analytics?panelName=REGISTRATION_USE_CASES,401,Unauthorized,Thread Group 1-94,text,false,,336,4258,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=REGISTRATION_USE_CASES,575,0,0
1698954494954,575,https://portaltest.mtn.ci/registration/analytics?panelName=OPERATORS_AND_DEVICE_SUMMARY,401,Unauthorized,Thread Group 1-52,text,false,,336,4264,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=OPERATORS_AND_DEVICE_SUMMARY,575,0,0
1698954494954,575,https://portaltest.mtn.ci/registration/analytics?panelName=REGISTRATION_SUMMARY,401,Unauthorized,Thread Group 1-97,text,false,,336,4256,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=REGISTRATION_SUMMARY,575,0,0
1698954494954,574,https://portaltest.mtn.ci/assets/icons/dashboard/todays-registration.svg,200,OK,Thread Group 1-63,text,true,,3783,456,100,100,https://portaltest.mtn.ci/assets/icons/dashboard/todays-registration.svg,574,0,0
1698954494955,574,https://portaltest.mtn.ci/registration/analytics?panelName=OPERATORS_AND_DEVICE_SUMMARY,401,Unauthorized,Thread Group 1-93,text,false,,336,4264,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=OPERATORS_AND_DEVICE_SUMMARY,574,0,0
1698954494955,574,https://portaltest.mtn.ci/registration/analytics?panelName=OPERATORS_AND_DEVICE_SUMMARY,401,Unauthorized,Thread Group 1-73,text,false,,336,4264,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=OPERATORS_AND_DEVICE_SUMMARY,574,0,0
1698954494955,574,https://portaltest.mtn.ci/registration/analytics?panelName=OPERATORS_AND_DEVICE_SUMMARY,401,Unauthorized,Thread Group 1-67,text,false,,336,4264,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=OPERATORS_AND_DEVICE_SUMMARY,574,0,0
1698954494955,574,https://portaltest.mtn.ci/registration/analytics?panelName=OPERATORS_AND_DEVICE_SUMMARY,401,Unauthorized,Thread Group 1-58,text,false,,336,4264,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=OPERATORS_AND_DEVICE_SUMMARY,574,0,0
1698954494416,1168,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,200,OK,Thread Group 1-29,text,true,,6056,4256,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,1168,0,0
1698954494684,1610,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,200,OK,Thread Group 1-21,text,true,,6056,4256,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,1610,0,0
1698954494417,1877,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,200,OK,Thread Group 1-3,text,true,,6056,4256,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,1877,0,0
1698954494954,1340,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,200,OK,Thread Group 1-19,text,true,,6056,4256,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,1340,0,0
1698954494954,1340,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,200,OK,Thread Group 1-35,text,true,,6056,4256,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,1340,0,0
1698954494954,1340,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,200,OK,Thread Group 1-11,text,true,,6056,4256,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=ENROLMENT_TYPE_TREND,1340,0,0
1698954494956,1339,https://portaltest.mtn.ci/registration/analytics?panelName=STATUS_TREND,200,OK,Thread Group 1-16,text,true,,4283,4248,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=STATUS_TREND,1339,0,0
1698954495310,985,https://portaltest.mtn.ci/assets/icons/dashboard/average-registration-time.svg,200,OK,Thread Group 1-18,text,true,,4865,462,100,100,https://portaltest.mtn.ci/assets/icons/dashboard/average-registration-time.svg,985,0,0
1698954495310,986,https://portaltest.mtn.ci/assets/icons/dashboard/todays-registration.svg,200,OK,Thread Group 1-66,text,true,,3783,456,100,100,https://portaltest.mtn.ci/assets/icons/dashboard/todays-registration.svg,986,0,0
1698954494956,1340,https://portaltest.mtn.ci/registration/analytics?panelName=STATUS_TREND,200,OK,Thread Group 1-32,text,true,,4283,4248,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=STATUS_TREND,1340,0,0
1698954494956,1340,https://portaltest.mtn.ci/registration/analytics?panelName=STATUS_TREND,200,OK,Thread Group 1-12,text,true,,4283,4248,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=STATUS_TREND,1340,0,0
1698954495311,985,https://portaltest.mtn.ci/assets/icons/dashboard/todays-registration.svg,200,OK,Thread Group 1-83,text,true,,3783,456,100,100,https://portaltest.mtn.ci/assets/icons/dashboard/todays-registration.svg,985,0,0
1698954495312,985,https://portaltest.mtn.ci/assets/icons/dashboard/todays-registration.svg,200,OK,Thread Group 1-53,text,true,,3783,456,100,100,https://portaltest.mtn.ci/assets/icons/dashboard/todays-registration.svg,985,0,0
1698954495312,985,https://portaltest.mtn.ci/assets/icons/dashboard/current-month.svg,200,OK,Thread Group 1-46,text,true,,1323,450,100,100,https://portaltest.mtn.ci/assets/icons/dashboard/current-month.svg,985,0,0
1698954495312,986,https://portaltest.mtn.ci/assets/icons/dashboard/todays-registration.svg,200,OK,Thread Group 1-76,text,true,,3783,456,100,100,https://portaltest.mtn.ci/assets/icons/dashboard/todays-registration.svg,986,0,0
1698954495313,1849,https://portaltest.mtn.ci/assets/icons/dashboard/todays-registration.svg,200,OK,Thread Group 1-84,text,true,,3783,456,100,100,https://portaltest.mtn.ci/assets/icons/dashboard/todays-registration.svg,1849,0,0
1698954495313,1849,https://portaltest.mtn.ci/assets/icons/dashboard/todays-registration.svg,200,OK,Thread Group 1-55,text,true,,3783,456,100,100,https://portaltest.mtn.ci/assets/icons/dashboard/todays-registration.svg,1849,0,0
1698954495314,1848,https://portaltest.mtn.ci/assets/icons/dashboard/current-month.svg,200,OK,Thread Group 1-45,text,true,,1323,450,100,100,https://portaltest.mtn.ci/assets/icons/dashboard/current-month.svg,1848,0,0
1698954495313,1849,https://portaltest.mtn.ci/assets/icons/dashboard/average-registration-time.svg,200,OK,Thread Group 1-9,text,true,,4865,462,100,100,https://portaltest.mtn.ci/assets/icons/dashboard/average-registration-time.svg,1849,0,0
1698954495314,1849,https://portaltest.mtn.ci/assets/icons/dashboard/average-registration-time.svg,200,OK,Thread Group 1-47,text,true,,4865,462,100,100,https://portaltest.mtn.ci/assets/icons/dashboard/average-registration-time.svg,1849,0,0
1698954495310,1853,https://portaltest.mtn.ci/registration/analytics?panelName=OPERATORS_AND_DEVICE_SUMMARY,401,Unauthorized,Thread Group 1-79,text,false,,336,4264,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=OPERATORS_AND_DEVICE_SUMMARY,1853,0,0
1698954495310,1853,https://portaltest.mtn.ci/registration/analytics?panelName=REGISTRATION_SUMMARY,401,Unauthorized,Thread Group 1-92,text,false,,336,4256,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=REGISTRATION_SUMMARY,1853,0,0
1698954495315,1849,https://portaltest.mtn.ci/assets/icons/dashboard/todays-registration.svg,200,OK,Thread Group 1-82,text,true,,3783,456,100,100,https://portaltest.mtn.ci/assets/icons/dashboard/todays-registration.svg,1849,0,0
1698954495315,1849,https://portaltest.mtn.ci/assets/icons/dashboard/current-month.svg,200,OK,Thread Group 1-60,text,true,,1323,450,100,100,https://portaltest.mtn.ci/assets/icons/dashboard/current-month.svg,1849,0,0
1698954495315,1849,https://portaltest.mtn.ci/assets/icons/dashboard/average-registration-time.svg,200,OK,Thread Group 1-50,text,true,,4865,462,100,100,https://portaltest.mtn.ci/assets/icons/dashboard/average-registration-time.svg,1849,0,0
1698954495315,1849,https://portaltest.mtn.ci/assets/icons/dashboard/average-registration-time.svg,200,OK,Thread Group 1-30,text,true,,4865,462,100,100,https://portaltest.mtn.ci/assets/icons/dashboard/average-registration-time.svg,1849,0,0
1698954495312,1853,https://portaltest.mtn.ci/registration/analytics?panelName=REGISTRATION_SUMMARY,401,Unauthorized,Thread Group 1-86,text,false,,336,4256,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=REGISTRATION_SUMMARY,1853,0,0
1698954495312,1853,https://portaltest.mtn.ci/registration/analytics?panelName=REGISTRATION_SUMMARY,401,Unauthorized,Thread Group 1-95,text,false,,336,4256,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=REGISTRATION_SUMMARY,1853,0,0
1698954495316,1849,https://portaltest.mtn.ci/assets/icons/dashboard/todays-registration.svg,200,OK,Thread Group 1-85,text,true,,3783,456,100,100,https://portaltest.mtn.ci/assets/icons/dashboard/todays-registration.svg,1849,0,0
1698954495313,1852,https://portaltest.mtn.ci/registration/analytics?panelName=REGISTRATION_SUMMARY,401,Unauthorized,Thread Group 1-96,text,false,,336,4256,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=REGISTRATION_SUMMARY,1852,0,0
1698954495313,1852,https://portaltest.mtn.ci/registration/analytics?panelName=OPERATORS_AND_DEVICE_SUMMARY,401,Unauthorized,Thread Group 1-80,text,false,,336,4264,100,100,https://portaltest.mtn.ci/registration/analytics?panelName=OPERATORS_AND_DEVICE_SUMMARY,1852,0,0
